year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,1,AA,American Airlines Network,SYR,"Syracuse, NY: Syracuse Hancock International",123.00,50.00,11.57,3.47,6.05,0.00,28.91,1.00,0.00,3918.00,783.00,289.00,198.00,0.00,2648.00
2024,1,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1112.00,331.00,92.11,14.06,88.88,0.24,135.71,13.00,4.00,23695.00,7159.00,1649.00,4289.00,7.00,10591.00
2024,1,AA,American Airlines Network,TUL,"Tulsa, OK: Tulsa International",162.00,53.00,18.23,4.03,5.23,0.88,24.63,5.00,0.00,3459.00,1005.00,528.00,309.00,14.00,1603.00
2024,1,AA,American Airlines Network,TUS,"Tucson, AZ: Tucson International",266.00,80.00,21.90,3.79,17.73,0.00,36.58,2.00,0.00,6014.00,1254.00,533.00,971.00,0.00,3256.00
2024,1,AA,American Airlines Network,TYS,"Knoxville, TN: McGhee Tyson",146.00,58.00,15.47,5.46,9.98,0.00,27.09,5.00,0.00,4196.00,753.00,374.00,610.00,0.00,2459.00
2024,1,AA,American Airlines Network,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",75.00,27.00,7.51,1.36,3.39,0.00,14.74,1.00,1.00,2380.00,392.00,268.00,282.00,0.00,1438.00
2024,1,AA,American Airlines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",80.00,31.00,5.05,1.97,9.59,0.00,14.39,1.00,1.00,3283.00,314.00,196.00,537.00,0.00,2236.00
2024,1,AS,Alaska Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",24.00,10.00,1.80,0.00,0.29,0.00,7.91,2.00,0.00,780.00,319.00,0.00,27.00,0.00,434.00
2024,1,AS,Alaska Airlines Network,ADK,"Adak Island, AK: Adak",9.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,26.00,0.00,0.00,0.00,0.00,26.00
2024,1,AS,Alaska Airlines Network,ADQ,"Kodiak, AK: Kodiak Airport",57.00,13.00,0.18,0.58,2.72,0.00,9.53,5.00,0.00,846.00,6.00,38.00,208.00,0.00,594.00
2024,1,AS,Alaska Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",961.00,297.00,79.89,12.62,60.56,10.38,133.56,105.00,1.00,20388.00,5726.00,827.00,2693.00,380.00,10762.00
2024,1,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67.00,14.00,3.45,0.00,1.74,0.00,8.81,16.00,0.00,554.00,104.00,0.00,47.00,0.00,403.00
2024,1,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",208.00,46.00,14.93,0.38,22.48,0.00,8.21,51.00,2.00,2296.00,1267.00,8.00,629.00,0.00,392.00
2024,1,AS,Alaska Airlines Network,BET,"Bethel, AK: Bethel Airport",60.00,16.00,5.88,1.42,3.38,0.00,5.33,2.00,0.00,969.00,272.00,149.00,187.00,0.00,361.00
2024,1,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",59.00,15.00,4.66,0.77,1.37,0.00,8.20,8.00,0.00,801.00,199.00,24.00,72.00,0.00,506.00
2024,1,AS,Alaska Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,18.00,6.10,0.00,1.91,0.00,9.99,2.00,0.00,1137.00,493.00,0.00,84.00,0.00,560.00
2024,1,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",136.00,28.00,9.56,0.45,8.30,0.00,9.70,23.00,0.00,1854.00,572.00,84.00,367.00,0.00,831.00
2024,1,AS,Alaska Airlines Network,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",30.00,7.00,3.36,0.00,0.10,0.00,3.53,7.00,1.00,863.00,411.00,0.00,16.00,0.00,436.00
2024,1,AS,Alaska Airlines Network,BUR,"Burbank, CA: Bob Hope",172.00,44.00,14.80,1.20,6.03,0.00,21.97,22.00,1.00,2528.00,911.00,133.00,213.00,0.00,1271.00
2024,1,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",24.00,6.00,1.89,0.00,0.11,0.00,4.00,9.00,0.00,343.00,124.00,0.00,3.00,0.00,216.00
2024,1,AS,Alaska Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",54.00,18.00,3.32,0.00,2.85,0.00,11.83,5.00,0.00,1438.00,215.00,0.00,128.00,0.00,1095.00
2024,1,AS,Alaska Airlines Network,CDV,"Cordova, AK: Merle K Mudhole Smith",60.00,20.00,3.96,0.00,2.66,0.00,13.38,2.00,2.00,1348.00,574.00,0.00,93.00,0.00,681.00
2024,1,AS,Alaska Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",24.00,3.00,0.00,0.00,1.27,0.00,1.73,6.00,0.00,71.00,0.00,0.00,23.00,0.00,48.00
2024,1,AS,Alaska Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",31.00,2.00,0.95,0.00,0.05,0.00,1.00,5.00,0.00,85.00,36.00,0.00,2.00,0.00,47.00
2024,1,AS,Alaska Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",24.00,5.00,2.56,0.00,0.85,0.00,1.59,5.00,1.00,340.00,219.00,0.00,31.00,0.00,90.00
2024,1,AS,Alaska Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",28.00,3.00,0.00,0.00,1.00,0.00,2.00,9.00,0.00,119.00,0.00,0.00,20.00,0.00,99.00
2024,1,AS,Alaska Airlines Network,DAL,"Dallas, TX: Dallas Love Field",31.00,4.00,1.00,0.94,0.27,0.00,1.79,7.00,0.00,285.00,65.00,29.00,34.00,0.00,157.00
2024,1,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",155.00,44.00,11.90,1.02,15.82,0.00,15.27,6.00,0.00,2954.00,928.00,94.00,842.00,0.00,1090.00
2024,1,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",126.00,35.00,12.41,0.00,8.56,0.00,14.03,15.00,0.00,1841.00,856.00,0.00,223.00,0.00,762.00
2024,1,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",155.00,37.00,10.61,3.00,10.54,0.00,12.85,24.00,0.00,2426.00,1244.00,171.00,388.00,0.00,623.00
2024,1,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",24.00,9.00,3.41,0.00,3.59,0.00,2.00,6.00,0.00,415.00,213.00,0.00,115.00,0.00,87.00
2024,1,AS,Alaska Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",30.00,7.00,3.38,0.00,1.00,0.00,2.62,5.00,0.00,329.00,199.00,0.00,21.00,0.00,109.00
2024,1,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",176.00,28.00,3.69,2.00,9.39,1.00,11.93,49.00,0.00,2387.00,189.00,354.00,786.00,99.00,959.00
2024,1,AS,Alaska Airlines Network,FAI,"Fairbanks, AK: Fairbanks International",162.00,45.00,18.11,0.84,9.66,1.00,15.39,11.00,0.00,3090.00,1410.00,81.00,464.00,44.00,1091.00
2024,1,AS,Alaska Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",24.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",186.00,31.00,6.71,0.94,17.24,0.00,6.11,67.00,0.00,1760.00,260.00,62.00,685.00,0.00,753.00
2024,1,AS,Alaska Airlines Network,GEG,"Spokane, WA: Spokane International",180.00,42.00,16.48,0.00,7.68,0.38,17.47,25.00,1.00,2484.00,1343.00,0.00,207.00,27.00,907.00
2024,1,AS,Alaska Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",357.00,89.00,20.30,7.39,48.27,1.84,11.20,87.00,50.00,4486.00,1707.00,270.00,1680.00,108.00,721.00
2024,1,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",81.00,17.00,4.95,0.86,6.59,0.00,4.59,23.00,0.00,639.00,167.00,19.00,150.00,0.00,303.00
2024,1,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",68.00,13.00,5.25,0.27,3.67,0.00,3.82,13.00,0.00,629.00,211.00,17.00,169.00,0.00,232.00
2024,1,AS,Alaska Airlines Network,IND,"Indianapolis, IN: Indianapolis International",24.00,6.00,0.45,0.00,0.09,0.00,5.46,8.00,0.00,445.00,32.00,0.00,12.00,0.00,401.00
2024,1,AS,Alaska Airlines Network,JAC,"Jackson, WY: Jackson Hole",31.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,28.00,0.00,0.00,28.00,0.00,0.00
2024,1,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",418.00,98.00,29.13,3.83,44.77,1.92,18.34,10.00,1.00,6803.00,2005.00,278.00,3689.00,65.00,766.00
2024,1,NK,Spirit Airlines,BUR,"Burbank, CA: Bob Hope",78.00,5.00,1.04,0.00,0.11,0.00,3.85,2.00,1.00,286.00,59.00,0.00,5.00,0.00,222.00
2024,1,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",425.00,120.00,50.45,2.57,37.48,2.73,26.77,7.00,0.00,7345.00,2939.00,95.00,2326.00,120.00,1865.00
2024,1,NK,Spirit Airlines,CHS,"Charleston, SC: Charleston AFB/International",93.00,18.00,3.60,0.00,7.54,0.00,6.86,0.00,0.00,927.00,351.00,0.00,359.00,0.00,217.00
2024,1,NK,Spirit Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",95.00,37.00,7.01,1.00,18.84,1.07,9.07,0.00,0.00,2347.00,364.00,17.00,1371.00,22.00,573.00
2024,1,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",418.00,114.00,26.21,5.11,46.63,6.82,29.23,4.00,1.00,5451.00,1253.00,547.00,1855.00,204.00,1592.00
2024,1,NK,Spirit Airlines,CMH,"Columbus, OH: John Glenn Columbus International",171.00,31.00,15.24,0.57,9.88,0.56,4.75,0.00,0.00,1612.00,803.00,16.00,425.00,24.00,344.00
2024,1,NK,Spirit Airlines,DEN,"Denver, CO: Denver International",36.00,14.00,3.35,0.00,6.23,0.77,3.65,0.00,0.00,749.00,124.00,0.00,419.00,20.00,186.00
2024,1,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",745.00,260.00,51.91,4.15,142.38,6.14,55.43,15.00,0.00,17968.00,3689.00,530.00,8155.00,222.00,5372.00
2024,1,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",758.00,203.00,50.04,9.90,74.09,4.32,64.65,22.00,5.00,12385.00,3114.00,569.00,3859.00,145.00,4698.00
2024,1,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",840.00,163.00,51.27,4.18,65.74,2.99,38.81,11.00,0.00,11878.00,3164.00,412.00,5178.00,73.00,3051.00
2024,1,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2080.00,653.00,114.58,20.50,324.75,8.56,184.61,30.00,2.00,45914.00,10759.00,1749.00,19034.00,368.00,14004.00
2024,1,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",596.00,205.00,55.53,5.48,97.62,3.82,42.54,14.00,3.00,13747.00,3122.00,935.00,5740.00,145.00,3805.00
2024,1,NK,Spirit Airlines,IND,"Indianapolis, IN: Indianapolis International",186.00,44.00,16.15,0.48,14.32,2.22,10.82,0.00,1.00,2079.00,789.00,24.00,738.00,61.00,467.00
2024,1,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2005.00,384.00,100.89,13.18,184.58,4.03,81.32,24.00,0.00,26440.00,8222.00,1107.00,10599.00,159.00,6353.00
2024,1,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",922.00,201.00,60.92,8.35,83.85,5.34,42.53,13.00,2.00,11066.00,3303.00,473.00,3940.00,192.00,3158.00
2024,1,NK,Spirit Airlines,LBE,"Latrobe, PA: Arnold Palmer Regional",31.00,5.00,1.94,0.00,2.06,0.00,1.00,1.00,0.00,435.00,270.00,0.00,147.00,0.00,18.00
2024,1,NK,Spirit Airlines,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",,,,,,,,,,,,,,,
2024,1,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",632.00,148.00,40.28,2.58,71.63,1.68,31.83,18.00,1.00,10645.00,3020.00,122.00,5367.00,114.00,2022.00
2024,1,NK,Spirit Airlines,MCI,"Kansas City, MO: Kansas City International",100.00,30.00,8.19,1.44,16.18,0.41,3.78,1.00,0.00,2588.00,577.00,139.00,1638.00,37.00,197.00
2024,1,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",2183.00,606.00,123.21,22.86,279.00,4.88,176.05,39.00,8.00,45483.00,9815.00,2747.00,16888.00,294.00,15739.00
2024,1,NK,Spirit Airlines,MEM,"Memphis, TN: Memphis International",71.00,10.00,1.90,0.45,6.20,0.00,1.45,2.00,0.00,728.00,128.00,32.00,393.00,0.00,175.00
2024,1,NK,Spirit Airlines,MHT,"Manchester, NH: Manchester Boston Regional",20.00,2.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,76.00,55.00,0.00,21.00,0.00,0.00
2024,1,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",607.00,188.00,32.45,5.06,103.45,1.13,45.90,8.00,0.00,11799.00,2323.00,537.00,5771.00,26.00,3142.00
2024,1,NK,Spirit Airlines,MKE,"Milwaukee, WI: General Mitchell International",54.00,16.00,6.94,0.34,6.39,0.96,1.37,2.00,0.00,886.00,438.00,15.00,286.00,78.00,69.00
2024,1,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",108.00,20.00,2.95,0.83,10.93,0.00,5.28,1.00,0.00,1660.00,147.00,35.00,566.00,0.00,912.00
2024,1,NK,Spirit Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",345.00,94.00,25.72,2.43,38.19,1.41,26.25,3.00,0.00,6598.00,2019.00,208.00,2490.00,36.00,1845.00
2024,1,NK,Spirit Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",179.00,29.00,6.38,0.79,13.74,0.00,8.09,4.00,0.00,1552.00,294.00,39.00,620.00,0.00,599.00
2024,1,NK,Spirit Airlines,OAK,"Oakland, CA: Metro Oakland International",173.00,30.00,9.43,1.00,9.30,0.00,10.27,2.00,0.00,1524.00,590.00,82.00,449.00,0.00,403.00
2024,1,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",639.00,195.00,55.87,0.75,89.24,3.33,45.81,18.00,0.00,11013.00,2784.00,44.00,4732.00,152.00,3301.00
2024,1,NK,Spirit Airlines,ORF,"Norfolk, VA: Norfolk International",79.00,18.00,7.21,0.00,6.81,0.00,3.98,0.00,0.00,733.00,247.00,0.00,262.00,0.00,224.00
2024,1,NK,Spirit Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",62.00,10.00,0.00,0.00,7.46,0.00,2.54,1.00,0.00,292.00,0.00,0.00,192.00,0.00,100.00
2024,1,NK,Spirit Airlines,PDX,"Portland, OR: Portland International",105.00,23.00,3.54,0.00,16.78,0.00,2.68,2.00,0.00,1090.00,149.00,0.00,739.00,0.00,202.00
2024,1,NK,Spirit Airlines,PHL,"Philadelphia, PA: Philadelphia International",395.00,108.00,27.99,2.52,34.93,3.61,38.94,3.00,0.00,5951.00,1400.00,162.00,1848.00,130.00,2411.00
2024,1,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",126.00,35.00,10.53,0.22,21.00,0.61,2.65,2.00,0.00,1772.00,485.00,15.00,1064.00,28.00,180.00
2024,1,NK,Spirit Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",294.00,72.00,30.05,3.31,24.07,0.12,14.44,1.00,0.00,3850.00,1896.00,109.00,872.00,6.00,967.00
2024,1,NK,Spirit Airlines,PNS,"Pensacola, FL: Pensacola International",56.00,10.00,2.28,0.61,3.38,0.00,3.73,0.00,0.00,428.00,88.00,35.00,119.00,0.00,186.00
2024,1,NK,Spirit Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",24.00,9.00,3.45,0.42,2.32,0.93,1.88,0.00,1.00,358.00,103.00,8.00,101.00,25.00,121.00
2024,1,NK,Spirit Airlines,RIC,"Richmond, VA: Richmond International",96.00,23.00,3.60,0.00,9.78,0.56,9.06,1.00,0.00,1346.00,159.00,0.00,589.00,28.00,570.00
2024,1,NK,Spirit Airlines,RNO,"Reno, NV: Reno/Tahoe International",62.00,7.00,1.60,0.00,3.70,0.00,1.70,1.00,0.00,411.00,144.00,0.00,192.00,0.00,75.00
2024,1,NK,Spirit Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",21.00,4.00,1.54,0.00,1.79,0.00,0.68,1.00,0.00,139.00,71.00,0.00,49.00,0.00,19.00
2024,1,NK,Spirit Airlines,RSW,"Fort Myers, FL: Southwest Florida International",364.00,114.00,17.58,1.20,78.82,0.13,16.28,5.00,1.00,6036.00,1090.00,79.00,3875.00,15.00,977.00
2024,1,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",158.00,12.00,4.30,0.00,5.75,0.00,1.95,0.00,0.00,675.00,148.00,0.00,231.00,0.00,296.00
2024,1,NK,Spirit Airlines,SAT,"San Antonio, TX: San Antonio International",153.00,35.00,8.41,0.24,19.78,0.06,6.51,1.00,0.00,1837.00,722.00,20.00,854.00,1.00,240.00
2024,1,NK,Spirit Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",65.00,26.00,11.93,0.00,7.11,1.08,5.88,0.00,0.00,1535.00,454.00,0.00,468.00,54.00,559.00
2024,1,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",62.00,7.00,3.00,0.00,2.67,0.00,1.33,0.00,0.00,290.00,168.00,0.00,85.00,0.00,37.00
2024,1,NK,Spirit Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",92.00,14.00,4.80,0.00,5.01,0.00,4.19,0.00,0.00,1030.00,298.00,0.00,358.00,0.00,374.00
2024,1,NK,Spirit Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",447.00,129.00,46.42,5.47,43.13,2.45,31.52,0.00,0.00,10936.00,4003.00,503.00,3719.00,150.00,2561.00
2024,1,NK,Spirit Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",131.00,20.00,5.48,0.00,9.05,0.20,5.27,1.00,0.00,941.00,156.00,0.00,313.00,11.00,461.00
2024,1,NK,Spirit Airlines,SMF,"Sacramento, CA: Sacramento International",110.00,13.00,3.71,0.00,6.67,0.00,2.63,0.00,0.00,921.00,356.00,0.00,394.00,0.00,171.00
2024,1,NK,Spirit Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",102.00,10.00,1.52,0.00,5.63,0.00,2.85,1.00,0.00,696.00,61.00,0.00,335.00,0.00,300.00
2024,1,NK,Spirit Airlines,STL,"St. Louis, MO: St Louis Lambert International",24.00,12.00,4.93,0.99,4.63,0.00,1.45,1.00,0.00,870.00,347.00,70.00,307.00,0.00,146.00
2024,1,NK,Spirit Airlines,STT,"Charlotte Amalie, VI: Cyril E King",93.00,20.00,7.20,0.00,8.84,1.00,2.96,0.00,0.00,713.00,254.00,0.00,343.00,21.00,95.00
2024,1,NK,Spirit Airlines,STX,"Christiansted, VI: Henry E. Rohlsen",31.00,9.00,3.38,0.00,4.07,0.00,1.55,0.00,0.00,363.00,88.00,0.00,189.00,0.00,86.00
2024,1,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",587.00,161.00,40.21,2.73,77.28,2.02,38.76,5.00,1.00,9824.00,2485.00,146.00,4046.00,47.00,3100.00
2024,1,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",92.00,16.00,6.15,0.05,2.52,0.00,7.27,2.00,3.00,1451.00,977.00,4.00,82.00,0.00,388.00
2024,1,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",74.00,22.00,8.59,0.19,0.79,0.00,12.43,5.00,0.00,1824.00,760.00,28.00,36.00,0.00,1000.00
2024,1,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",80.00,17.00,6.17,2.12,1.17,0.00,7.54,7.00,0.00,1357.00,439.00,301.00,110.00,0.00,507.00
2024,1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200.00,48.00,11.95,4.85,12.71,0.82,17.67,6.00,0.00,4005.00,664.00,582.00,722.00,14.00,2023.00
2024,1,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",209.00,39.00,14.72,4.48,7.97,0.31,11.52,4.00,0.00,1929.00,655.00,311.00,220.00,14.00,729.00
2024,1,OH,PSA Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",32.00,5.00,0.55,1.64,0.36,0.00,2.45,0.00,0.00,577.00,93.00,70.00,28.00,0.00,386.00
2024,1,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",153.00,38.00,9.89,4.92,8.31,0.15,14.73,10.00,0.00,4257.00,1171.00,1050.00,566.00,19.00,1451.00
2024,1,OH,PSA Airlines Inc.,BGR,"Bangor, ME: Bangor International",89.00,22.00,5.44,2.33,4.83,0.00,9.41,10.00,0.00,1849.00,404.00,461.00,305.00,0.00,679.00
2024,1,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",329.00,75.00,22.79,7.85,13.45,0.56,30.35,16.00,0.00,6870.00,1729.00,995.00,666.00,29.00,3451.00
2024,1,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",294.00,54.00,12.52,1.82,19.82,0.25,19.58,29.00,0.00,4291.00,804.00,113.00,1399.00,34.00,1941.00
2024,1,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",160.00,49.00,17.95,5.06,10.71,1.00,14.28,5.00,0.00,4390.00,1468.00,622.00,561.00,17.00,1722.00
2024,1,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",134.00,38.00,12.08,4.24,11.06,0.00,10.62,11.00,2.00,2629.00,553.00,501.00,637.00,0.00,938.00
2024,1,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",66.00,14.00,4.85,0.89,2.58,0.00,5.68,11.00,2.00,1304.00,589.00,135.00,148.00,0.00,432.00
2024,1,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",124.00,24.00,5.87,4.34,1.55,0.00,12.23,6.00,0.00,1915.00,520.00,426.00,74.00,0.00,895.00
2024,1,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",125.00,40.00,17.88,1.18,6.86,0.00,14.08,5.00,0.00,2458.00,1218.00,121.00,303.00,0.00,816.00
2024,1,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",82.00,12.00,1.34,1.99,2.68,0.00,5.99,5.00,0.00,703.00,79.00,252.00,112.00,0.00,260.00
2024,1,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",206.00,37.00,9.65,5.13,8.68,0.05,13.49,6.00,0.00,3205.00,378.00,860.00,486.00,7.00,1474.00
2024,1,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",55.00,14.00,5.90,1.10,3.24,0.00,3.76,12.00,2.00,925.00,341.00,117.00,199.00,0.00,268.00
2024,1,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",76.00,22.00,6.07,2.72,2.70,0.00,10.50,5.00,0.00,2294.00,412.00,724.00,203.00,0.00,955.00
2024,1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",3907.00,864.00,174.77,62.38,238.98,1.16,386.71,140.00,8.00,87029.00,26544.00,11831.00,11075.00,42.00,37537.00
2024,1,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",41.00,7.00,3.49,1.00,1.30,0.00,1.21,0.00,0.00,1232.00,844.00,18.00,29.00,0.00,341.00
2024,1,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",117.00,32.00,11.61,4.62,4.79,0.16,10.82,10.00,0.00,2353.00,520.00,594.00,141.00,9.00,1089.00
2024,1,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",128.00,39.00,10.18,2.95,7.90,0.96,17.01,5.00,0.00,3549.00,663.00,292.00,519.00,27.00,2048.00
2024,1,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",36.00,6.00,0.56,0.00,2.86,0.00,2.58,2.00,0.00,411.00,68.00,0.00,93.00,0.00,250.00
2024,1,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",310.00,68.00,20.89,8.53,13.51,0.00,25.06,10.00,0.00,6976.00,2048.00,1315.00,698.00,0.00,2915.00
2024,1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3068.00,776.00,158.96,41.38,244.30,0.27,331.09,269.00,10.00,85318.00,23782.00,9637.00,14069.00,4.00,37826.00
2024,1,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",695.00,206.00,24.86,20.70,61.50,0.87,98.08,40.00,0.00,18680.00,2314.00,2077.00,2779.00,17.00,11493.00
2024,1,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",62.00,13.00,2.48,0.62,5.78,0.00,4.12,9.00,0.00,1215.00,333.00,106.00,281.00,0.00,495.00
2024,1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",92.00,19.00,7.51,2.26,3.13,0.00,6.10,7.00,0.00,1246.00,313.00,304.00,243.00,0.00,386.00
2024,1,OH,PSA Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",38.00,6.00,0.00,0.18,2.28,0.00,3.54,0.00,0.00,303.00,0.00,13.00,79.00,0.00,211.00
2024,1,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",61.00,13.00,1.75,1.65,5.12,0.00,4.48,1.00,0.00,674.00,52.00,161.00,229.00,0.00,232.00
2024,1,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",7.00,1.00,0.00,0.14,0.00,0.00,0.86,0.00,0.00,63.00,0.00,9.00,0.00,0.00,54.00
2024,1,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",75.00,21.00,5.30,2.85,6.10,0.00,6.75,1.00,0.00,1139.00,220.00,222.00,185.00,0.00,512.00
2024,1,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",68.00,24.00,3.85,1.36,2.19,0.01,16.59,3.00,0.00,1763.00,203.00,338.00,121.00,3.00,1098.00
2024,1,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",173.00,33.00,10.29,4.23,5.45,0.25,12.78,5.00,0.00,2199.00,531.00,571.00,201.00,11.00,885.00
